Age;Experience;Income;ZIP Code;Family;CCAvg;Education;Mortgage;Personal Loan;Securities Account;CD Account;Online
55;30,46339607;32,03959832;94980,60188;3;1;3;0;0;0;0;1
30;4;53,04874397;91270,64831;1;1;2;297;0;0;0;0
58;31,55210312;59,91097055;94266,36003;3;15;2;0;0;0;0;1
28;5;8;96651;1;2;1;108;0;0;0;1
40;13,28139787;175,0681245;94704,28283;1;86;1;0;0;0;0;1
63;38,19729532;113,8906749;94838,0807;1;8;1;0;0;0;0;1
40,51454862;14;60,25230494;91329,13446;1;8;3;185;0;0;0;1
26;1,383562194;201,8953199;95815,24017;1;6;1;158;0;0;0;1
63;38,19263634;41,39653265;90340,2138;1;11;1;0;0;0;0;1
32;6;74,92023011;92552,81427;4;14;2;0;0;0;0;1
39,31163074;13;131,6800066;92030,57119;1;52;3;330;1;0;0;1
23;-3;8;96651;1;7;1;0;0;0;0;1
35;8;30,8041649;94541,74987;2;9;3;0;0;0;0;1
67;43;174,9399515;9307;4;17;3;215;0;0;1;0
44;20;22,57478138;95819,03202;3;2;1;0;0;0;0;1
61;36;47,23155872;92930,62803;3;15;1;0;0;0;0;1
45;21,39226341;96,0342316;92755,92628;2;18;1;0;0;0;0;1
45;19;64,62739618;94397,216;1;1;3;0;0;0;0;1
39;14;19;92863,46527;2;3;1;174;0;0;0;0
50,88046926;24;62,93628188;93564,75;4;15;1;0;0;0;0;1
43,91950467;20;23;94135,691;1;9;1;0;0;0;0;0
33,38917125;8,904812012;30;91327,02362;3;9;1;0;0;0;0;0
63;38;18,37857259;95806,85885;3;14;3;84;0;0;0;1
49;21;63,24499118;92321,10029;1;14;3;138;0;0;0;1
59,36401846;36,1907889;79,19678926;95818,33886;4;18;3;0;0;0;0;1
58;33,64330651;70,06265101;96623,35862;1;16;3;0;0;0;0;1
58;34;73,98648155;95027,00179;2;27;1;0;0;0;0;1
23;-2,999963967;8;96650,78827;4;7;1;0;0;0;0;1
25;3;8;96650,67722;4;7;1;0;0;0;0;0
30;5;126,0042869;95059,72702;1;15;3;0;0;0;0;1
42;20;82,86498235;96609,3944;1;46;1;0;0;0;0;1
63;37;42;95820,40921;3;7;2;0;0;0;0;1
58;34,47024225;8,002191554;94011,19813;2;3;3;0;0;0;0;1
60,95129667;36,39541867;58,25109258;92387,5842;2;2;3;82;0;0;0;1
26;-0,136262952;62,60760952;94421,10731;4;18;3;112;0;1;0;0
53;29;33,85200671;92100,40197;3;17;1;0;0;0;0;1
29;4,448200212;112,5590164;95059,83052;1;8;1;0;0;0;0;1
37;11;31,2715952;95695,87483;1;25;3;0;0;0;0;1
46;23;54,13652399;94303,62516;4;4;2;0;0;0;0;0
59,62958033;34,15784034;190,1199197;90095;1;5;1;0;0;0;0;0
57;29,39997523;62,8243619;93797,4715;1;7;3;0;0;0;0;1
61;35,30558354;43,92788147;90662,24324;1;28;2;0;0;0;0;1
40;14;85;94117,18264;1;27;2;0;0;0;0;1
47;21;13,08525864;93132,44371;1;3;3;0;0;0;0;0
33,19645882;8;81,17800991;92150,27064;2;25;1;0;0;0;0;0
27;3;81;91391,29463;2;25;1;0;0;0;0;1
57;30;86,3748827;90095;4;13;3;0;0;0;0;1
47;24,93505484;159,8217866;94121,97336;1;36;2;0;0;0;0;1
26;1;83;92147,2132;4;2;1;0;0;0;0;1
62,64991089;37;83;95030,06706;4;26;3;0;0;0;0;1
62;35,76107634;30,20957441;94304,42634;1;14;3;0;0;0;0;1
43,54542579;16,72382518;94,15685121;95045,55619;2;4;1;0;0;0;0;1
30;3;157,5070395;90089,91698;2;33;3;329;1;0;0;0
27,11094731;3,864842234;31,10879113;95820,27427;1;28;2;111;0;0;0;0
44;20;27,20237795;92808,86345;4;8;1;0;0;0;0;0
32;6;71,91998127;94544,53237;4;18;2;0;0;0;0;0
25;2;8;96650,84826;4;7;1;0;0;0;0;0
57,32848886;32,33067033;32,03447565;92096,35826;4;15;3;0;0;0;0;1
40,11760542;17;151,0873066;92037,56707;2;33;1;0;0;0;0;0
60;35;156,2562653;93004,69303;3;14;2;0;1;0;1;1
65,44600707;40;111,3372335;90598,78472;2;69;1;185;0;0;0;1
62;36;48,83085096;94921,24594;4;8;1;89;0;0;0;0
34,9404628;7;53;95875,75234;4;22;2;0;0;0;0;1
63;38;44;92160,63817;3;13;1;0;0;0;0;0
44;19;63,92256714;94720;3;267;2;251;0;0;0;1
48;24;34,96624634;92402,81112;1;1;1;0;0;0;0;1
63;38,71507692;86,56264282;94136,2977;4;17;2;0;0;0;1;1
47;23;30;94050,77596;1;3;3;0;0;0;0;1
38;14;42,60165084;92699,75191;2;32;2;0;0;0;0;0
62,80387914;37,84910921;78,90641809;94142,09309;4;17;2;0;0;0;0;1
52,02959323;25;188,4422044;94111,66681;1;73;2;0;1;0;0;0
43;14;85;95833,40604;3;24;1;0;0;0;0;1
45;21;23,13614895;91353,70005;3;5;1;0;0;0;0;0
37;13;12,66597755;94995,73684;1;1;1;0;0;0;0;0
27,47891921;2,197703833;59,95239087;90694,39152;3;1;3;0;0;0;0;0
47;22,66309373;92,61493512;94078,2017;4;19;3;0;0;0;0;1
34;11,85343454;50,58662337;90039,66357;1;8;3;0;0;0;0;0
56,01129096;30,93148151;12,21425636;94547,94401;4;4;2;95;0;0;0;1
56;31;34,84989082;94079,38096;3;2;3;117;0;0;0;1
32,82936355;6;51,24824026;92426,23002;3;3;3;0;0;0;0;0
58,46407973;34;60,61166522;93988,76295;3;5;2;0;0;0;0;0
61;35,91206714;30,84161797;94105,64694;3;13;1;0;0;0;0;0
23,01877893;-2,3277853;40;94308,29312;4;24;1;84;0;0;0;1
39,34724492;17,7878623;101,6755765;94936,19393;4;26;3;0;0;0;0;1
29;6,778931074;155,5497226;92104,4018;1;633;1;305;0;0;0;0
52;29;183,5363347;91390,41565;2;33;1;0;0;0;0;1
55,59397519;32;28;96284,41971;1;13;2;0;0;0;0;0
50;23;95,09171577;90095;1;25;3;0;0;0;0;0
64,31849695;39,93645541;70,32810662;95019,83309;4;13;2;0;0;0;0;1
48,60622781;23;52,90403674;91228,77741;2;267;2;0;0;0;0;0
31,1080544;6;118,3320396;95038,19848;1;15;1;0;0;0;0;1
57;31,62729117;60,61094604;94720;1;2;1;0;0;0;0;1
43;17;53,36250703;91439,36771;2;8;3;0;0;0;0;1
52;30,5492931;192,4017631;94114,59354;3;43;3;315;1;0;0;0
58;32;170,9212871;90713,83791;1;8;3;0;1;0;0;0
35;10;22,37464812;94122,35217;4;1;1;0;0;0;0;1
61;36,30262872;62,83763468;91781,51159;2;0;3;0;0;0;0;0
23;-3;8;96651;1;7;1;0;0;0;0;1
40;14;38;95935,82342;1;5;3;0;0;0;0;0
38,1107125;9,886649047;81,21503116;90954,04495;4;22;2;126;0;0;0;1
55,37081906;30;42,93176438;92019,96267;4;13;1;89;0;0;0;1
46;22;83,44589183;93113,31777;3;41;2;0;1;0;0;1
23;-3;8;9307;1;1;2;0;0;0;0;0
38;12,11743892;34;94013,86537;3;3;2;0;0;0;0;0
67;43;175,0694299;9307;4;17;3;215;0;0;1;0
44;21;83,59055196;38751,85051;1;5;1;0;0;0;0;1
56,91598593;30;165,4062661;94070,8487;2;667;1;0;0;1;0;1
52;26,06917368;38,55175846;94303,77632;1;3;1;0;0;0;0;0
58;32;101,0652118;91312,55218;1;27;2;0;0;0;0;1
55,75425028;28;87,50868389;90830,82162;1;14;3;0;0;1;0;0
54;24,68153682;64,9549601;95474,82207;4;2;3;0;0;1;0;1
26;1,455062364;23;92126,10565;4;1;1;0;0;0;0;1
39;14;85;20937,41803;2;0;1;0;0;0;0;1
56;29;81,89376617;92031,5487;4;2;3;0;0;0;0;1
31,00351746;6;66,64983165;91384,98648;2;23;3;0;0;0;0;0
42,21874039;18,19978914;88,10277578;94321,36597;2;16;1;0;0;0;0;1
64,74365463;40;112,4052149;90039,29951;1;8;1;0;0;0;0;1
63;38;81;37539,87479;2;21;1;193;0;0;0;1
25;-0,827446604;112,7758631;95047,72329;2;18;1;0;0;0;0;1
53;28,90103652;178,5027236;28942,007;1;29;1;0;0;0;0;1
46;21;34,36494812;94686,40895;1;133;1;0;0;0;0;1
36,51935366;11,40351342;112,3883628;91335,50596;2;27;1;0;0;0;0;1
32,65056356;7;58,61454736;90090,65212;2;8;3;209;0;0;0;1
40;15;34,03767746;91550,92511;1;4;3;0;0;0;0;1
35;11;93,21122885;95423,43617;2;7;1;0;0;0;0;1
35;9;21,51515245;90822,2188;1;5;3;0;0;0;0;0
23;-3;8;92511,29692;4;26;1;84;0;1;0;1
23;-3;8;95128,71268;4;26;1;84;0;1;0;1
29;2;138,5961234;92109,47446;4;51;3;0;1;0;0;0
55;33;89,15022165;94566,39956;1;18;3;0;0;0;0;0
32;4,076986655;40,22215683;90034,34976;2;175;3;0;0;0;0;0
51;26,29004349;39,93613274;91753,30468;2;6;3;0;0;0;0;1
39;13,48445306;41,5865032;94303,65981;1;22;3;0;0;0;0;0
55,28539332;26;9,303249022;92095,29474;2;1;3;0;0;0;0;0
29;5;112,8119762;92379,8651;1;38;1;81;0;0;0;1
24,51350263;-0,627729462;75,38846737;94302,42477;4;18;2;0;0;0;0;1
55,35418172;29;51,64408757;95616;4;49;1;0;0;0;0;0
40;16,58647353;64,96775433;92389,89097;4;1;2;257;0;0;0;0
27,30614439;2;54,46509419;94370,00501;2;9;3;0;0;0;0;0
26;3;112,981649;94601,48772;1;15;1;0;0;0;0;0
23;-3;8;96651;1;7;1;0;0;0;0;0
38;12,71488768;113,1452995;92675,87649;3;28;1;205;0;0;0;0
31,01088487;8;122,330927;95937,84122;4;52;2;256;1;0;1;1
44;20,13796335;24,1198086;93957,35231;4;1;1;0;0;0;0;0
33,81009747;8,00764244;80,01482835;93536,23742;4;21;3;217;0;0;0;0
46;23;183,3896104;95051,73557;2;28;1;0;0;0;0;1
54;29;39,86551555;92676,57554;2;2;1;0;0;0;0;1
66,89329035;42,72245387;168,6157271;94712,12906;4;34;2;111;1;0;0;0
33;7;37,36751637;94303,21555;4;11;3;0;0;0;0;1
38,31496654;17;185,0394523;95806,72242;3;53;1;0;1;0;1;1
50,42252718;29;81,21955299;95098,93278;1;13;1;0;0;0;0;0
58;32,35499985;28,06743332;94135,5902;1;15;2;0;0;0;0;0
51,70700059;22;85;94538,76321;1;28;3;0;0;0;0;1
29,54628095;3;63,17504969;93107,53103;4;21;3;0;0;0;0;1
25,67898917;1;22,57334215;94720;2;1;3;0;0;0;0;0
67;43;64,93652334;9307;1;17;1;215;0;0;1;1
58;32;63,63748498;68583,9515;1;2;1;177;0;0;0;1
53,25920298;28,74447205;21,15789956;92047,34141;1;5;1;0;0;0;0;1
23;-3;8;96651;1;7;1;0;0;0;0;1
46;26;42;92815,97944;1;8;2;0;0;0;0;0
34;6;41,28648862;94303,443;1;25;3;0;0;0;0;1
43;18;11,43552534;94090,14389;1;1;1;96;0;0;0;1
57;32;42;93106,20751;4;6;1;109;0;0;1;1
36;11,22588285;9,218911939;91362,5765;1;4;3;0;0;0;0;1
57;32;56,92662302;92313,09397;4;9;2;0;0;1;0;1
23;-3;8;96651;4;26;1;84;0;1;0;1
55;32;110,6085566;92044,90662;2;27;1;0;0;0;0;1
33;9;54,90420034;92079,42706;3;27;1;0;0;0;0;0
26;0,924984091;39;94004,36858;1;17;3;0;0;0;0;1
55,44067283;26,83327649;72,87553206;92059,45651;4;24;1;0;0;0;0;0
63,90527057;40;108,2361085;92638,92765;4;1;2;0;0;0;0;1
57,39984363;32,67129794;21;91396,79911;3;1;3;0;0;0;0;1
60,98427161;35;72,60584057;92717,6547;1;8;3;0;0;0;0;0
62,39871644;38;68,07565468;91116,25402;1;0;1;0;0;0;0;0
54;26,67884261;61,23708178;93535,40132;4;19;1;329;0;0;0;0
63;38;84,70081782;92786,90437;2;21;1;0;0;0;0;1
61,87809674;36,0168591;90,93982858;95004,64902;2;1;1;0;0;0;0;1
39;14,60565077;44,24386046;92232,46524;2;3;2;0;0;0;0;0
42;12;104,0958433;94075,5216;1;29;3;0;0;0;0;0
44,29581277;19;97,71830259;90090,45288;1;49;1;0;0;0;0;0
58;32;41,09009925;95833,44385;2;2;1;0;0;0;0;1
65;40;56,65763873;95818,02092;1;8;1;0;0;0;0;1
50;26;64,95324133;90093,84522;1;2;1;169;0;0;0;1
33;9,422264148;40,22830745;91349,16685;4;2;3;0;0;0;0;1
42;16,28229532;57,70658259;90235,71233;4;19;3;0;0;0;0;0
35;9;43;90546,4935;1;1;1;0;0;0;0;1
36,85178519;8,184096984;118,0898926;94619,29165;3;7;2;80;0;0;0;1
44;20;84,83661773;94302,87023;2;24;2;0;0;0;0;1
30;5;129,0065719;95026,69012;1;39;3;146;1;0;1;1
54;27,42924565;110,4898192;92839,83338;3;8;3;183;0;0;0;1
29,44868348;3,383533936;38;92095,81803;3;24;2;0;0;0;0;0
27;3;39;95814,33581;1;2;2;0;0;0;0;1
27,8896039;3,233178437;81;94305;2;0;1;380;0;0;0;0
33;8,870596935;121,6529484;90148,03066;1;38;1;0;0;0;0;1
60;34,54766029;141,8142345;95128,10735;1;9;1;0;0;0;0;1
25;3;82,83485089;93108,43343;1;15;1;0;0;0;0;1
41;16,15673093;23,83405454;91848,88095;3;9;3;97;0;0;0;1
48;23,03594638;44;92123,1915;3;1;2;0;0;0;0;0
29,41258142;5;135,5367213;94014,93053;4;22;3;612;1;0;0;1
48,13756782;18;23,99916825;94707,04945;4;15;3;0;0;0;0;0
23;-3;8;95819,62276;4;7;2;0;0;0;0;0
61,72928317;36,92050992;82,9511215;95121,19195;2;27;1;0;0;0;0;0
62;36,88629811;82,17156535;90255,06909;2;0;1;0;0;0;0;0
25;-0,247914256;31,60583513;92001,24829;4;4;1;0;0;1;0;0
23,02812378;-2,86205302;8;96651;4;7;1;0;0;0;0;0
42;19,90957116;30,08988472;95132,29048;2;4;1;76;0;0;0;1
23;-3;8;96651;2;7;2;0;0;0;0;1
63;38,68445572;61,68411532;92121,10726;2;11;1;0;0;0;0;0
29;4;12,08877525;94720;4;6;2;0;0;0;0;0
53;26;73,35726033;95134,69307;4;13;3;0;0;0;0;1
45;19;44,25635539;92101,06653;1;28;1;0;0;0;0;1
36,50925775;10,03546626;79,90289113;95057,40189;1;8;2;0;0;0;0;0
47,38929122;23;91,56947023;91334,45237;1;8;2;0;0;0;0;0
54,17848388;29,83839978;21,94106967;94305;4;4;2;137;0;0;0;1
58;34,8650308;52,72534105;94711,49978;3;3;1;0;0;0;0;0
42,97151596;19,47889664;47,9326358;92054,96507;2;15;1;0;0;0;0;1
41;18;79,16371732;94306,97671;2;25;1;0;0;0;0;1
30,89701501;5;27,11631041;95791,87466;4;1;2;0;0;0;0;1
25,09716772;1,028666365;44;95926,03957;4;6;2;0;0;0;0;1
28;3;23,78245277;92255,95921;3;1;2;0;0;1;0;0
24,81406373;-1,1288371;8;96651;4;7;2;0;0;0;0;1
39,22771895;15,8686921;64,87534512;90282,9995;1;12;1;0;0;0;0;1
34,73518104;10;63,45605402;95373,63078;4;14;2;0;0;0;0;1
59;34;111,4002114;90025,10443;1;47;1;0;0;0;0;1
40,22042273;16;21,71645918;91368,4782;2;2;1;0;0;0;0;1
26,35763008;1;80,3975957;94718,92186;2;24;2;0;1;0;0;0
47;23;22,24662842;95609,28759;2;3;1;0;0;0;0;1
67;43;149,9845913;9312,203753;4;17;3;215;0;0;1;0
53,73065846;28;77,77025513;90079,45868;2;63;1;0;0;0;0;0
39;14;38;91971,33313;1;5;2;0;0;0;0;1
23;-3;8;96651;4;7;2;0;0;0;0;1
51;26;83;95043,91452;4;18;1;198;0;1;1;1
23;-3;8;90095;4;26;1;84;0;1;0;1
23;-3;8;96651;1;7;1;0;0;0;0;0
50;24;187,7583855;95825,15121;2;65;2;0;1;0;1;1
50,96349719;26,53975256;19;91319,62674;3;5;2;0;0;0;0;1
29;2,546575713;18,80761221;94716,93211;4;1;2;0;0;0;0;1
53;25,59166235;192,6907177;95818,74416;1;17;1;0;0;0;0;1
61;32,82553612;11,90712982;93052,32368;4;4;2;137;0;1;0;0
29;3;57,05867214;95092,72271;4;2;2;151;0;1;0;0
53,60042906;28,34420977;97,37731864;94910,17188;2;3;1;0;0;0;0;0
59,32654558;34,06018395;42,71426853;92696,50613;3;11;3;0;0;0;0;0
57;30,53862597;78,63013744;94508,81529;2;28;1;0;0;0;0;0
29;4;50,97419034;94304,99905;1;15;1;0;0;0;0;0
32;6,630055236;22,2832288;90808,23286;1;15;2;0;0;1;1;1
46;23;52,63146373;91104,83979;3;5;2;0;0;0;0;1
63;38;179,9098439;92035,8921;1;29;1;0;0;0;0;1
52,48419087;27;61,21427842;93662,7337;4;17;1;0;0;0;0;0
54;28,65251366;64,79030556;93116,69453;2;0;3;0;0;0;0;0
23;-3;8;96650,98833;4;26;1;84;0;1;0;1
39;12,94947359;62,48953368;94257,52482;2;22;3;0;0;0;0;0
44;23;29,89185138;90786,71379;1;1;1;91;0;0;0;0
23;-2,999307214;28,74245136;96355,97844;4;6;1;0;0;1;0;0
28,55222539;3;42;91703,51994;4;22;2;0;0;0;0;0
58;34;81;94111,23149;4;17;1;86;0;0;0;0
39,01250689;16;140,4187896;91680,27141;1;35;1;0;0;0;0;0
36;12,47058383;34;90527,23948;4;4;2;0;0;0;0;1
42;16;70,66798236;95010,51549;2;38;3;144;0;0;0;1
42;19,26098319;73,8876079;91955,37494;2;16;1;76;0;1;0;0
65;39,58877784;139,4247249;92279,60781;2;5;1;0;0;0;0;0
48;23;82,17111756;92526,67949;2;19;1;0;0;0;0;0
46;23;85,46945156;92638,48954;1;8;3;0;0;0;0;1
54;29;49,84131915;90180,38637;4;19;3;0;0;0;0;0
34,52550091;7,551769517;25,24360272;92564,7968;2;8;3;0;0;0;0;1
61,50459304;36;83,75590687;94307,27566;2;2;1;0;0;0;0;1
56;30;75,54950633;94075,99155;2;28;1;103;0;0;0;0
57;30;59,44054037;90238,05232;4;11;2;0;0;0;0;1
23;-3;8;96651;1;7;1;0;0;0;0;0
62;37,79905623;54,22091008;94567,78066;3;3;1;0;0;1;0;0
63;38;137,7830235;91860,43948;1;9;1;366;0;0;0;0
23,04321068;-0,388167705;8;96651;1;7;1;0;0;0;0;1
49;21;66,6668502;94302,77964;3;233;1;0;0;0;0;1
63;37,7398637;62,9945341;94130,984;4;17;2;0;0;0;0;1
67;43;137,5688854;34236,40094;2;24;3;215;0;0;1;0
57;31,87143205;83;92104,239;1;8;3;0;0;0;0;0
55;28,72783537;69,18135216;94133,37267;1;3;3;0;0;0;0;0
51;25,84581749;79,67421279;94119,56732;2;15;1;0;0;0;0;1
48;20;38;94505,94375;2;18;2;239;0;0;0;0
23;-3;8;96650,52382;3;7;1;0;0;0;0;0
67;43;223,4379079;9307;4;17;3;215;0;0;1;0
30;6;60,2322933;94110,09208;4;11;3;0;0;0;0;0
25,14280661;2;8;96651;4;7;1;0;0;0;0;0
29;5;54,6538881;90279,30356;4;11;1;0;0;0;0;0
48;28;8;90054,85567;4;8;1;0;0;0;0;1
44,80922639;20;59,66400004;95534,32324;4;2;3;0;0;0;0;0
29;8;192,544696;94192,9552;1;633;1;0;0;0;0;1
54;29;12,19578229;95137,95125;1;3;3;0;0;0;0;0
36,9150286;9;54,91254129;94738,99037;1;9;3;0;0;0;0;1
29,2362698;5,150414044;95,80011579;95814,32176;2;2;1;0;0;0;0;1
50,85078509;20;123,3453727;91364,65902;4;26;3;0;0;0;0;1
51;25;91,3880543;92157,68971;1;3;1;0;0;0;0;0
34;9;115,5520608;95818,58023;1;2;1;0;0;0;0;1
50,64066417;23;144,5208973;94124,34328;3;13;1;0;1;0;0;1
62;37;42,32582051;94542,27967;4;13;1;0;0;0;0;1
48,14926853;23;49,86272493;94043,0243;2;9;3;166;0;0;0;1
25;-0,830399126;83;90942,70463;4;2;1;0;0;0;0;1
34,00567782;10;169,8619206;92409,26203;1;5;3;0;1;0;0;0
49,54290788;23;28;94305;3;3;2;0;0;0;0;0
46;18;41,94333542;90085,9712;4;4;1;0;0;0;0;0
47,02905661;19;94,71864938;95133,6644;2;9;3;0;0;0;0;0
54,56429216;30;38,74117684;95223,221;2;19;2;0;0;0;0;0
58,1229476;34;101,0396588;94004,44765;2;5;1;0;0;0;0;0
52;25,06631116;72,47995264;94560,57281;2;38;3;179;0;0;0;1
30;5;61,65354817;94110,58061;4;22;2;0;0;1;0;0
55;31;95,09485219;90287,27923;3;5;2;0;1;0;0;1
61;36;64,35543227;91380,94513;2;44;1;0;0;0;0;1
67;43;158,5903251;9307;4;17;3;215;0;0;1;0
58,7783711;33;34,02121145;94575,4027;4;9;1;0;0;0;0;1
42;16;162,3885024;94583,9813;1;19;1;0;0;0;0;0
50;20,20701893;90,99083298;95024,14756;1;3;1;0;0;0;0;0
27;3;8;95585,3535;4;7;2;0;0;1;0;1
42;19;13,80818237;94304,21471;1;5;3;0;0;0;0;1
48,86778791;23;31,03443957;94703,89177;2;3;1;108;0;0;0;1
62,24574201;37;167,3281762;94865,21476;2;63;3;0;1;0;0;0
37;13;53,77282083;94137,94759;1;133;1;79;0;0;0;0
46;22;92,47185965;93110,92991;4;21;3;0;0;0;0;0
30,24630844;7;92,2808679;92196,07475;4;54;1;0;1;0;0;1
23,11402135;-1,751555529;8;96649,43456;4;7;1;0;0;0;0;1
25;0,501086412;8;94716,95622;2;9;2;0;0;0;0;1
31,80815172;6,014106479;50,55077713;94119,40475;4;26;3;0;0;0;0;0
52;27,78509392;170,215786;94025,27194;2;667;1;297;0;0;0;1
52,92922848;28;43,59091874;93042,30238;4;4;1;0;0;0;0;0
41;16;90,88856836;94025,19691;4;14;2;0;0;0;0;0
33;6,813339998;42,49889837;94057,59794;2;17;2;0;0;0;0;0
47,47691644;24;81,49903351;95749,82603;1;38;1;0;0;0;0;1
33;6,808681459;134,8430335;94688,41147;1;26;2;0;0;0;0;1
23;-3;23;94523,99257;4;6;1;84;0;0;0;1
26;2;38,03153836;91312,69148;3;16;3;90;0;0;0;1
23;-3;8;96651;1;7;1;0;0;0;0;1
42;13;29,023195;95026,4721;4;19;3;0;0;0;0;1
48,53416485;22;90,60733032;90833,65969;4;18;3;0;0;1;0;0
62;36;38,67344745;90610,01164;4;4;1;0;0;0;0;1
43;14;175,3832775;92013,93745;2;45;3;0;0;0;0;0
65;40;62,0690131;94190,52663;2;0;3;170;0;0;0;1
43;16,59678555;111,3211021;95626,41094;2;14;1;0;0;0;0;1
35;11;19;94706,32885;4;4;2;0;0;0;0;1
23;-3;8;96651;1;7;1;0;0;0;0;0
27;3;22,94091931;95616;4;4;2;0;0;0;0;1
58;31;43;94095,58373;1;5;3;128;0;0;0;0
57;30,04040943;8,128265707;95816,09921;2;1;3;0;0;0;0;1
60,25949956;33,78605311;53,80232113;95675,45761;2;1;3;0;0;1;0;1
35,71438556;11;92,29907222;91762,91023;1;78;1;0;0;0;0;0
23;-3;82,00885829;94303,77964;4;24;2;0;0;0;0;1
65;38,90788149;68,32832238;91316,12349;1;12;3;0;0;0;0;1
63;37,85272748;11,23095277;92762,97909;2;3;1;0;0;0;0;1
58;27,32973852;9,733012215;90036,07788;1;3;3;0;0;0;0;0
31,04025391;4,310690389;11,54909323;95039,15776;4;1;3;0;0;0;0;1
47;21,60980153;83,64952152;92153,67842;2;32;3;0;0;0;0;1
43,58726859;17,55432295;11,66249984;60932,99644;4;4;3;0;0;0;0;0
50,09508396;27;22,84658355;94072,02292;4;4;1;76;0;0;0;1
33,55904729;9,391963636;40;94594,12419;1;2;2;176;0;0;0;1
66,38862129;40,19741886;158,680882;94922,56093;4;34;2;333;1;0;0;0
25,22301512;3;8;96399,65187;4;7;1;0;0;0;0;1
52,41411463;25,33684111;83;90062,17117;2;11;1;0;0;0;0;1
37,11454667;11;127,630635;94643,20201;1;38;1;0;0;0;0;0
42,97314317;19;80,04134326;90449,91538;3;5;3;0;0;0;0;0
49;22;149,4034186;91510,944;2;78;1;0;0;0;0;0
50;24;43;90363,59943;4;19;3;174;0;0;0;0
41,88717399;15;41,77069537;95910,72508;3;21;3;0;0;0;0;1
32;6;31,5039529;95135,81221;1;67;3;0;0;0;0;1
50;24,12420255;42,53514718;93342,30062;3;15;1;0;0;0;0;0
54;28,15750852;80,12634452;94547,9544;1;8;3;0;0;0;0;0
31;6;42,08598899;90075,02745;4;13;1;0;0;0;0;1
57,03303379;32;90,34733193;92908,59234;3;18;2;0;0;0;0;0
49;25,09773199;61,2346216;95829,48122;4;19;1;0;0;0;0;1
42,6333637;18;34,11952311;94592,17781;3;8;1;0;0;1;0;0
53;26,80535741;72,50114945;90036,70426;3;3;2;0;0;0;0;0
60,11614372;35;95,45982871;94131,70737;2;24;2;0;0;0;0;0
47,52944235;23;99,58188561;90239,09421;1;13;1;0;0;0;0;1
39;16;73,13756279;95676,52871;2;21;3;0;0;0;0;0
53,44482905;28,48805435;39;94136,07209;2;14;1;0;0;0;0;1
38;13,98102397;95,03952958;94720;1;4;1;0;0;1;0;1
59;35;130,0573432;95131,95243;2;3;2;0;1;0;0;0
66,77418856;40;68,03738263;95130,72734;3;24;1;0;0;0;0;0
61;35;115,6172595;90707,08039;2;39;1;0;0;0;0;1
29,14590149;3,63763631;42;92116,94919;3;1;1;0;0;0;0;1
40,85546052;15;21;91110,39773;3;5;3;0;0;0;0;0
48;18,24815;73,48787049;95122,38841;4;2;2;0;0;0;0;1
41;15,59217427;74,98428105;94024,52783;4;21;3;0;0;0;0;0
26,21417139;0,837165646;63,15964608;95845,4147;3;9;3;0;0;0;0;1
45;17;8,181188015;95007,70147;4;4;3;79;0;1;0;0
24,7896927;1;8;96651;4;7;1;0;0;0;0;1
34,21865187;11;38,1417276;95054,91585;1;15;2;111;0;0;0;0
50;28,86729141;38,92817519;92121,40765;4;17;1;0;0;0;0;0
52;27;29,4928265;94303,77007;4;7;3;146;0;0;0;0
24,63399049;1,570856428;143,3527146;94797,13684;1;19;1;0;0;0;0;0
28,49149354;4,441251819;91,68885467;95020,35043;2;42;3;0;1;1;0;0
59;32;84,73641371;94910,90583;2;5;2;0;0;0;0;0
40;14,40651427;44,7200133;95820,44167;3;1;2;0;0;0;0;1
23;-3;8;96651;1;7;1;0;0;0;0;0
23;-3;8;96650,98327;4;26;1;84;0;1;0;1
60,89733353;35;58,02791433;94546,64534;3;15;1;0;0;0;0;0
32;7;69,04659861;95616;4;1;2;0;0;0;0;1
53;28,19768671;72,19484964;95787,66749;3;5;1;0;0;0;0;1
49;25;49,29010131;94110,4272;4;19;3;0;0;0;0;1
35;14;59,5327911;91759,33609;1;3;3;0;0;1;1;1
31,98751343;7;70,27798783;93614,65297;4;7;2;0;0;0;0;1
23;-3;8;96651;3;7;1;0;0;0;0;0
51;17,84055829;141,2198489;90973,10327;3;3;2;0;1;0;0;1
32;4,298122426;28;93074,88892;2;3;3;0;0;0;0;0
44;23;40,56205733;92690,68976;3;25;1;0;0;0;0;0
56;28;26,95854293;95532,57472;1;3;3;91;0;0;0;0
52,76577117;22,06767439;23;92128,51135;3;1;3;83;0;0;0;1
53;28;28;90024,80247;2;4;3;0;0;0;0;0
67;43;69,71859634;35267,77963;4;17;1;215;0;0;1;0
51;26;160,9520884;92853,03682;3;41;2;0;1;0;0;0
53,82461434;29;173,7354136;93444,65075;1;333;1;0;1;1;1;0
23;-3;8;96651;1;7;1;0;0;0;0;1
24,95226829;-0,72328526;91,8842527;92162,98899;4;21;3;0;0;0;0;0
50;22;54,14083068;94065,36903;1;15;3;0;0;0;0;1
28;3;129,4632371;91166,20081;2;31;1;0;0;0;0;1
52,17860555;27,97138432;44,4550347;94070,63346;3;17;2;0;0;0;0;1
34,82272001;8,959164914;30;96637,46768;2;5;3;123;0;0;0;1
23;-3;8;96567,29121;4;26;1;84;0;1;0;1
