ZIP Code,Family,CCAvg,Education,CreditCard
92007,2,3.2,3,0
95039,1,7.3,1,0
91320,1,0.8,1,1
91730,2,0.3,2,0
94304,3,0.1,3,0
90041,1,5.2,1,0
94558,1,2.4,2,0
94305,1,2.9,1,0
90747,2,2.7,1,1
93727,4,0.2,1,0
94720,4,3.1,1,1
94085,1,4.8,3,1
93933,3,2.2,2,0
94131,4,0.9,2,1
95008,3,0.9,2,0
92161,4,1.8,3,0
92007,2,2.5,1,0
95929,4,1.0,3,0
93524,3,0.9,3,1
94596,1,1.3,1,0
93063,4,2.6,3,0
94305,2,0.7,2,1
95039,3,0.5,3,1
93108,1,1.5,3,0
92028,2,1.8,2,0
93407,1,1.7,1,0
95605,2,3.1,1,0
94305,2,3.3,1,0
91320,3,2.33,2,0
94507,1,4.0,1,0
93943,2,2.3,2,1
90024,1,1.5,2,0
91380,2,1.6,3,0
94143,1,0.75,3,0
94566,2,1.4,3,0
90025,2,2.0,3,1
90095,2,3.4,3,0
92009,1,1.6,3,1
96001,2,0.2,1,0
90024,2,1.0,3,0
92037,4,0.5,3,1
94309,1,0.6,1,1
96150,2,0.2,1,1
90027,2,8.0,1,0
95814,4,1.0,1,1
94609,2,0.1,3,0
94553,1,1.6,2,0
92037,4,0.2,1,0
95211,4,4.75,2,0
94102,1,0.3,3,0
91355,1,0.0,2,0
91016,1,1.3,2,1
90095,2,1.3,1,0
92009,2,0.4,1,0
94709,4,1.9,3,0
91320,1,0.6,1,0
94704,2,0.4,1,0
95819,2,2.8,1,0
92831,4,2.2,2,0
90245,1,2.8,3,0
91109,2,0.0,3,0
94080,3,0.9,1,0
95006,2,1.9,2,0
92717,2,1.4,2,1
95060,1,2.7,1,0
94610,1,0.8,1,0
92735,1,0.8,3,1
94501,3,4.0,2,0
94707,1,3.8,1,0
91355,4,3.3,2,0
92634,2,0.3,2,0
93101,4,2.0,3,0
94105,1,0.8,3,0
92056,2,1.7,3,1
95008,1,0.3,1,0
91711,3,2.0,2,0
92084,2,1.4,3,0
90505,4,0.4,3,0
90717,1,5.4,1,0
90840,4,1.7,2,1
90254,4,1.9,3,0
91711,4,1.4,2,1
94704,1,3.0,3,1
94575,1,5.7,1,0
95035,2,0.5,1,0
92028,1,1.8,3,0
95812,4,0.4,2,0
92121,2,6.9,1,1
95616,1,0.5,2,0
92647,1,0.0,1,1
92709,1,1.4,3,0
95833,4,2.5,1,0
92868,4,0.2,3,0
94301,4,0.4,1,0
93437,1,1.8,1,0
91342,3,1.7,2,1
92806,1,0.8,2,0
94111,2,0.7,2,1
92093,3,3.1,2,0
95616,1,2.5,3,0
94618,1,0.8,2,0
95814,3,1.0,2,0
93109,1,5.0,1,0
92173,4,2.2,2,0
95819,3,1.4,1,0
95827,2,0.3,1,0
90025,2,1.7,1,0
94612,1,0.1,1,0
94305,4,0.9,2,1
91763,2,1.4,1,0
91320,2,0.7,2,0
90401,3,0.8,1,0
93561,2,0.3,2,0
94305,4,5.0,2,0
95070,2,0.7,2,1
92868,3,1.5,1,0
93106,4,0.7,2,0
94305,4,1.4,2,0
94550,1,4.1,1,0
92647,2,1.3,3,0
94304,1,3.0,2,0
94305,3,2.1,3,0
92103,4,2.6,1,0
94928,3,4.4,1,1
91365,3,0.8,1,0
91775,4,2.1,3,1
90034,2,0.0,3,0
94305,1,3.4,1,0
92093,4,4.4,1,0
91330,2,1.0,2,0
91107,2,4.5,1,0
91711,4,0.6,1,1
94920,2,2.0,3,0
95039,3,1.3,2,1
94110,2,2.7,1,1
92677,4,2.6,3,0
94901,4,0.6,1,1
92007,1,2.4,3,0
94122,1,0.5,3,0
92121,1,0.2,3,0
94706,3,2.6,2,0
93117,1,1.8,3,0
91942,4,0.7,3,0
95449,1,2.7,1,0
95051,2,2.1,2,0
91768,2,0.1,2,0
90035,2,1.9,1,0
92101,3,1.0,3,0
94305,2,0.2,1,1
94063,3,0.4,2,1
92630,4,0.5,2,1
94583,3,0.1,3,0
93711,3,2.2,1,0
93403,4,0.7,3,0
92806,1,7.0,1,1
94720,2,0.8,3,1
95818,3,4.7,1,0
92009,2,6.7,1,1
92373,2,2.2,1,0
92009,3,1.7,1,0
94590,2,2.4,2,0
94583,1,1.33,1,0
92806,2,0.3,1,0
90245,4,3.4,2,1
91345,2,2.4,2,0
94035,3,0.3,2,1
94501,4,1.8,3,0
95818,2,1.4,2,0
94920,2,6.8,1,0
95814,3,5.9,3,1
94803,1,0.8,2,0
95819,2,3.0,1,0
92692,4,2.0,3,0
91380,3,0.5,3,0
94143,1,1.3,1,0
94542,2,2.0,2,0
93107,1,0.75,3,0
94591,1,0.1,3,0
94086,4,2.9,1,0
90095,1,0.8,3,0
92182,3,4.4,1,0
94022,1,1.5,1,0
95133,4,1.8,2,1
90245,4,2.3,3,0
94022,1,1.4,3,1
95812,3,0.7,1,1
90025,4,1.9,1,0
93907,1,3.6,2,0
93460,2,4.5,3,0
95054,1,10.0,2,1
94611,2,7.5,1,1
90095,3,2.0,2,0
94112,1,1.2,1,0
92028,1,1.5,3,0
94608,3,0.5,1,0
90032,1,0.8,1,1
94608,3,0.5,1,1
90291,1,4.1,1,0
92660,2,1.5,2,1
92104,3,0.1,3,1
94015,4,4.9,1,1
94610,1,4.3,1,0
91711,2,0.4,1,1
94611,2,3.2,3,1
93555,3,2.67,2,0
93023,4,0.6,2,1
94043,1,0.4,2,0
94920,3,1.6,3,1
92064,4,3.4,2,1
95005,4,0.0,2,0
93109,2,0.8,3,0
95060,2,5.6,2,1
93302,2,1.6,3,0
94928,3,0.5,3,0
94720,1,0.6,3,0
90095,2,2.4,2,0
94923,2,1.6,1,1
91311,2,0.3,2,0
95008,4,2.2,2,0
95616,4,0.2,1,1
94588,3,2.1,1,1
94005,4,0.1,1,0
94040,4,2.1,3,1
95014,2,1.5,3,0
93943,3,2.8,1,1
94304,2,4.8,2,0
92008,2,1.0,2,0
91007,4,1.3,3,1
91768,3,0.2,1,0
92037,2,6.67,1,0
95605,1,0.8,2,0
94720,2,6.1,1,0
92606,2,0.6,3,0
94928,1,2.4,2,0
94131,4,7.5,2,1
90033,2,1.1,1,1
92028,2,2.8,1,0
94720,4,3.5,2,0
94542,3,1.6,1,0
94720,4,1.8,3,1
91768,3,0.5,1,0
90033,1,1.9,3,1
95814,3,2.0,1,0
92697,1,4.67,2,0
94143,2,3.3,1,1
94005,4,0.8,1,1
94065,2,8.0,1,0
95064,3,1.0,2,1
95014,1,1.7,1,1
90266,1,0.2,2,0
95053,2,0.3,1,1
90245,2,1.0,3,0
91380,2,6.1,3,1
95814,2,2.2,3,0
94720,3,0.67,2,0
90210,4,0.5,1,0
95010,1,1.5,3,0
94588,4,0.9,2,0
92354,1,0.5,3,0
94720,1,0.8,2,0
94105,3,1.1,1,0
95207,3,2.67,1,0
92630,2,6.7,1,1
91330,3,2.7,2,0
93118,4,1.7,1,0
91007,2,1.0,3,0
91775,1,4.0,1,0
94143,4,0.2,1,1
93611,1,0.3,3,0
90095,2,1.6,3,1
95616,1,0.7,1,1
94550,2,1.0,3,0
91304,1,0.8,1,1
94949,3,0.6,2,0
95014,2,0.5,1,0
91335,1,1.3,3,0
94583,4,1.4,2,0
92507,4,1.6,2,1
94132,3,0.9,3,0
92675,4,0.4,2,0
92717,4,3.67,2,1
95616,4,2.2,2,1
92120,4,2.6,1,0
91380,4,2.1,1,0
92182,4,0.9,2,1
94720,1,2.3,2,0
95616,1,5.2,1,0
92115,4,2.2,2,0
92626,3,1.5,1,0
94608,4,3.4,2,1
91030,1,0.3,3,1
91116,3,0.6,2,1
91401,1,0.6,3,0
94305,2,0.3,1,1
90028,2,1.7,1,0
92646,4,1.7,3,1
94701,3,0.5,2,1
93106,1,0.9,3,0
93010,4,2.6,1,0
95819,2,8.8,1,1
92103,2,0.6,3,1
94720,1,1.2,1,0
90034,4,1.1,3,0
93940,1,4.9,1,1
94596,1,1.0,3,0
94104,3,2.1,3,0
93955,1,1.5,2,0
94720,4,7.4,3,0
95211,2,0.8,1,1
92115,2,0.0,3,1
93108,2,0.8,3,1
95060,3,0.9,3,1
92123,2,0.3,2,0
94302,1,0.8,2,0
95828,3,0.4,1,0
92009,4,0.2,1,0
92407,3,0.4,2,0
90059,2,0.3,1,0
94105,2,1.6,3,0
92350,1,0.8,2,0
94304,1,7.3,1,1
92780,1,0.1,2,1
92122,2,4.5,3,1
91040,2,1.1,2,0
94720,2,2.0,1,0
92182,4,0.9,1,0
92122,2,1.0,3,0
95817,3,0.8,1,0
95616,4,0.7,2,0
90025,1,2.6,3,0
94063,2,6.7,1,0
94720,4,3.8,2,0
91768,2,2.4,2,0
94306,2,1.9,2,0
92115,1,1.5,1,1
93943,4,2.9,1,0
92697,1,1.4,3,0
94025,3,1.5,1,1
92717,1,1.3,1,0
92886,1,0.5,3,0
94708,2,1.9,1,0
92626,4,0.2,1,0
90404,3,6.5,3,0
92868,2,2.7,1,0
96091,2,3.1,1,0
94025,1,2.5,3,0
92697,2,1.8,1,0
94701,4,1.9,1,1
93117,3,0.7,2,0
95133,3,0.9,3,0
92028,2,6.1,1,0
94105,4,2.8,2,0
92096,2,2.0,1,0
95616,4,2.6,3,0
92009,2,6.0,2,0
94024,4,0.4,2,1
91380,2,1.7,1,1
96064,4,0.8,1,0
94590,1,1.9,2,1
90048,4,2.1,1,1
93407,3,3.0,1,0
93401,4,0.2,3,1
95616,4,1.3,2,1
92121,4,3.0,1,1
90212,2,1.4,1,0
92037,1,1.4,3,0
92182,2,0.1,2,0
94558,1,1.9,3,0
94720,3,2.6,3,0
95616,2,2.0,1,1
95125,4,1.3,2,1
92121,2,1.0,1,1
90095,4,2.5,2,0
94551,4,1.8,1,1
94025,2,6.9,1,0
95403,2,6.3,1,0
95678,3,0.4,1,0
95816,1,1.2,1,1
95616,4,0.6,2,0
95120,3,1.1,2,0
91335,3,4.4,1,1
95819,3,0.1,2,1
90024,4,1.5,3,0
94305,2,1.0,1,0
94608,4,0.8,1,1
93023,1,1.1,2,0
94402,1,1.9,2,0
90274,2,0.7,3,0
94949,1,4.2,2,0
94303,1,1.9,2,0
92037,2,7.8,1,1
95929,1,4.2,1,0
95521,4,0.1,1,0
90212,2,2.2,2,0
92630,4,1.6,2,0
94117,4,0.6,2,0
95039,1,3.6,2,0
94720,3,2.4,2,0
91911,2,0.0,1,0
90245,2,0.1,2,0
91343,1,2.7,1,0
95060,1,0.7,3,1
93106,1,0.5,3,0
92120,2,2.1,3,1
95822,1,1.5,3,0
93907,2,1.7,2,0
93940,1,0.8,1,0
94143,3,1.7,2,0
92831,3,1.5,1,0
94553,4,0.2,3,0
95136,2,6.67,1,0
90212,2,2.7,1,0
93943,2,0.8,3,0
94720,1,2.9,3,0
92521,2,2.1,3,1
90401,1,1.5,3,1
94126,3,1.0,2,0
94708,2,0.0,3,0
94305,1,1.0,1,0
92333,2,3.9,1,1
92373,2,1.3,1,0
90024,1,4.6,1,0
95621,2,4.5,1,0
91768,2,2.0,3,0
93907,1,1.5,3,1
90095,2,1.6,1,1
92037,3,0.67,2,0
90401,3,0.5,3,0
93711,4,1.3,1,1
95521,1,0.8,3,0
90638,1,5.0,1,1
92780,1,0.4,3,0
92624,1,6.0,1,0
94132,4,0.7,3,0
95010,1,2.1,3,0
91302,1,2.5,1,1
94606,3,4.2,2,0
91320,1,2.8,2,1
92675,4,6.1,1,1
94998,4,2.5,2,0
93065,1,1.3,1,0
90840,1,3.8,1,1
95814,1,7.4,3,1
95131,4,0.7,2,0
94710,4,0.7,1,0
96003,4,7.9,3,0
94024,1,0.2,2,0
92780,1,4.6,1,0
95032,3,2.3,1,0
92653,1,5.0,1,0
94005,1,0.2,1,0
91006,4,2.0,3,1
92868,3,2.1,3,0
90277,1,1.4,3,0
93108,4,4.3,1,1
90049,1,0.2,1,0
92521,4,1.0,2,0
94305,4,1.2,2,0
92648,2,1.7,1,0
94305,4,1.5,1,1
94024,2,2.0,1,1
93407,2,7.5,1,0
94501,2,3.2,1,0
95051,3,0.6,2,0
95138,4,1.1,2,0
94501,2,5.4,3,0
92093,4,5.7,3,0
94542,4,0.7,1,1
92182,2,1.6,3,0
92037,2,2.5,1,0
92704,3,2.4,2,0
92093,3,2.3,1,1
95616,1,0.0,1,0
95126,3,2.5,2,0
90245,4,0.7,2,0
94304,3,3.0,1,1
94109,3,2.1,1,0
93943,4,3.4,2,0
92038,2,0.8,3,0
93106,3,2.5,1,0
95819,4,2.0,2,0
93943,2,0.1,3,0
94611,4,1.7,3,1
92521,1,2.67,2,0
94720,1,4.9,1,0
95054,3,0.4,1,0
94303,1,2.8,1,0
95616,2,0.8,3,0
93943,1,4.1,1,0
94005,3,2.0,2,0
94025,1,1.0,3,0
95762,3,3.0,2,0
94309,2,2.8,1,0
90095,1,5.4,1,0
92096,2,0.0,3,0
92630,4,0.4,2,1
94061,2,0.8,3,0
95125,2,2.2,1,0
92007,3,2.6,3,0
91605,1,2.9,1,0
93105,2,7.2,1,0
92407,4,1.3,1,0
95060,2,1.1,1,0
94025,1,0.7,3,0
90089,4,1.6,1,0
94555,2,3.1,1,0
94965,4,2.2,1,0
91784,2,1.0,3,0
91040,1,4.1,1,0
94583,1,2.6,2,0
94304,1,1.5,1,0
91763,3,0.9,3,0
93063,1,0.1,2,0
90009,1,2.5,1,0
92346,2,2.1,1,0
91311,4,4.9,1,0
95014,1,2.4,2,0
90064,2,4.5,3,0
92126,3,0.6,2,0
94112,1,0.0,2,0
94507,1,0.9,1,0
91902,2,0.1,2,1
94080,2,2.7,1,0
92093,1,2.5,1,0
92068,3,0.5,3,0
92647,4,1.0,2,0
90245,2,0.6,1,0
92115,2,1.75,3,1
91765,1,0.3,1,0
91423,3,1.5,1,0
93023,2,4.3,3,0
92704,2,2.1,3,0
95060,1,1.5,3,0
94609,2,0.8,3,0
90032,4,2.6,3,0
95812,1,1.4,3,0
92028,4,1.8,3,1
90280,4,2.1,3,0
95053,2,0.4,3,0
93561,1,0.6,1,0
94542,2,0.7,2,0
91730,1,3.4,1,0
90245,3,0.7,2,0
95064,2,5.4,2,0
90230,2,1.7,2,1
90089,1,0.2,1,0
94720,3,2.1,1,1
94960,2,0.1,2,0
91711,4,1.7,3,0
93407,3,0.5,2,0
95819,2,8.0,1,1
90035,3,0.1,2,0
94590,4,2.2,2,1
94305,1,1.6,2,0
94063,2,6.1,1,0
92521,1,2.6,2,1
91710,2,3.0,1,0
92831,1,0.5,2,0
90740,1,2.4,1,0
90089,3,0.3,3,1
95670,1,2.8,2,1
94305,3,0.7,2,0
94304,2,0.8,1,0
94939,4,1.7,1,1
91320,1,1.7,1,0
92028,1,5.7,1,0
92870,3,5.4,1,1
90089,1,1.8,1,0
92182,1,2.0,2,0
95422,4,0.6,2,1
95064,2,2.3,3,0
95929,1,1.5,2,0
93302,1,0.1,1,1
92121,2,7.2,3,0
92126,4,0.4,1,0
94558,2,3.7,1,0
90212,4,0.4,2,1
92675,1,2.5,1,0
92028,1,1.5,2,0
90840,1,2.8,1,1
94555,3,2.1,1,0
90007,4,1.5,1,0
90401,2,0.3,1,0
96651,1,0.2,3,0
93106,1,2.1,3,0
93107,3,0.3,2,0
94126,4,0.9,1,0
92131,3,2.6,2,0
95621,1,0.3,1,0
94577,2,0.5,1,0
95120,2,4.5,3,0
91330,1,0.3,3,0
92182,2,2.1,3,0
90266,1,1.5,1,0
95762,2,0.4,1,0
94583,4,0.7,2,1
92121,2,0.2,1,0
95616,1,1.3,2,1
92703,2,2.1,3,1
91765,2,1.4,3,1
94305,1,2.6,2,1
94086,1,0.8,3,0
94501,1,0.1,2,0
92251,4,0.6,1,1
95819,3,0.9,3,0
93117,2,4.75,2,0
93943,4,2.2,1,0
93711,3,0.1,2,1
91301,4,1.0,3,0
93943,2,2.8,1,0
94501,2,0.7,3,1
95617,3,0.3,2,0
94080,3,2.3,1,0
95045,4,1.0,2,1
93403,2,3.7,1,0
93943,4,0.7,1,0
91320,1,2.9,3,1
92093,4,0.2,2,0
95123,3,4.4,1,0
90401,1,0.0,1,0
95819,1,2.4,1,0
91320,2,8.8,3,0
90024,4,4.0,3,0
92333,1,7.0,1,0
92646,4,6.5,1,1
94309,2,7.9,2,0
94066,2,0.3,1,0
95039,1,4.1,1,0
93106,2,6.3,1,1
94122,2,0.7,2,1
92646,4,1.3,3,1
95521,4,4.1,2,0
90630,3,0.9,2,0
92037,1,0.2,1,0
92691,1,0.3,1,0
92123,2,1.0,2,1
91765,4,2.2,2,0
92521,4,1.1,3,1
94705,1,2.8,3,1
92807,2,6.9,1,0
96003,1,0.1,1,0
90065,1,0.2,3,1
95821,1,1.4,3,1
94710,2,7.6,1,0
95616,3,1.5,1,0
94301,2,6.0,1,1
94550,4,1.8,1,0
92407,1,0.8,3,0
94024,2,2.0,2,0
94608,1,2.5,3,0
94720,1,0.3,3,0
94720,4,3.4,2,0
93907,2,0.7,2,1
91016,4,0.4,1,0
90650,1,5.0,3,0
92831,1,0.3,3,0
95014,3,1.5,1,0
94523,3,5.8,3,0
90740,2,0.8,3,0
90009,2,3.3,1,0
94583,3,0.9,3,0
94705,3,2.2,2,1
93943,4,1.3,2,0
94065,4,0.1,2,0
96008,3,8.2,3,1
94303,2,0.1,3,0
94002,1,2.2,3,1
94019,3,2.6,3,0
92780,2,0.4,1,0
94025,1,4.0,1,0
93943,3,0.9,1,1
90095,2,0.4,1,0
90245,2,3.3,1,0
94143,3,0.1,2,0
90245,4,0.8,1,0
90095,1,0.6,3,0
92867,2,0.3,1,0
95060,1,2.5,3,0
94604,3,0.2,2,0
90266,4,2.2,2,1
94306,3,0.7,2,0
94720,1,2.5,1,0
95616,4,1.3,1,0
90405,2,0.8,3,1
92056,4,5.7,3,1
90009,2,1.4,1,0
90033,1,1.0,1,0
94112,3,1.5,1,0
94085,4,2.6,1,0
92037,2,1.1,2,1
94542,3,4.1,2,1
90034,2,0.0,3,0
91101,3,0.1,1,0
94305,4,7.3,2,0
94709,1,2.8,1,0
95616,4,1.0,1,1
95014,3,2.2,3,0
90019,2,1.7,3,0
93711,4,1.7,2,0
90840,1,0.2,1,0
94720,2,1.8,2,0
94085,2,6.67,1,1
94720,1,4.3,1,0
95449,3,1.8,2,0
93105,1,8.1,1,1
94550,4,0.6,2,0
94025,4,3.6,3,0
91706,1,1.5,2,0
94704,4,1.0,2,0
93106,3,7.5,1,0
95054,2,7.8,1,1
94596,1,0.9,3,0
95064,4,0.5,3,0
92677,4,0.2,3,1
92096,4,2.4,3,0
93101,4,0.0,1,1
95762,2,0.0,3,1
94002,2,0.2,3,0
90089,2,3.3,1,1
90007,3,4.4,1,0
94923,4,1.8,1,1
92660,1,1.3,1,0
95134,1,5.2,1,0
94131,4,2.4,3,0
92630,1,0.3,1,0
93943,1,0.1,1,0
91380,1,2.5,3,0
94402,3,0.1,2,1
91107,2,1.6,3,0
95817,2,2.3,3,1
94590,4,4.1,2,0
94545,3,2.33,2,0
96064,2,1.1,1,0
92103,4,0.1,3,0
90089,1,2.7,2,1
90024,4,1.4,2,0
93943,4,2.1,3,1
91711,4,0.6,3,0
93940,1,1.3,2,0
94025,2,2.2,1,0
94542,3,1.0,2,1
94591,3,1.9,2,0
94304,4,0.2,1,1
90044,1,1.6,1,1
92093,1,2.8,2,0
94022,4,2.0,3,0
94545,1,0.9,3,0
94501,4,1.3,2,0
94720,3,0.8,1,0
92161,4,1.3,3,0
91711,1,5.9,2,0
94305,1,0.3,1,0
91320,2,3.2,3,0
95351,1,0.1,2,0
94022,4,2.8,2,0
95833,3,1.5,1,1
90032,3,2.2,1,0
94110,2,0.3,3,0
92870,2,1.67,2,0
91763,2,1.3,1,1
95616,3,0.1,2,0
94590,2,1.67,2,1
95039,3,4.5,3,0
93033,4,1.8,3,0
90291,4,3.2,2,0
94501,3,2.33,2,1
95929,2,1.7,1,0
92110,1,3.8,1,0
92037,1,1.2,2,0
94305,3,1.5,1,0
93727,1,0.8,1,0
94542,3,2.3,1,1
94720,2,1.6,3,0
91401,1,0.3,1,0
90011,1,1.4,3,0
91007,2,0.2,1,0
90024,1,1.3,3,1
91711,4,0.4,1,0
92152,2,0.6,3,1
94117,1,5.2,1,0
95005,2,6.7,1,0
94061,4,0.3,1,0
95929,4,2.67,1,0
91741,2,1.0,2,1
92407,1,7.0,1,1
95820,3,2.7,2,0
91763,2,6.5,1,0
93023,1,3.0,3,1
94301,3,2.0,2,0
94022,2,2.0,1,1
93943,3,2.6,2,0
90016,4,0.4,3,1
90245,3,0.1,2,0
92606,1,2.6,1,0
90405,1,4.3,1,0
91320,4,1.6,2,0
92182,2,0.0,3,0
94305,3,0.5,2,1
94110,1,4.3,1,0
90024,2,3.3,1,0
94720,2,0.1,3,1
95054,3,0.2,2,0
95820,1,0.7,3,0
94720,2,2.4,3,1
94065,1,8.6,1,0
91330,3,0.5,1,1
95822,1,2.4,2,1
95518,2,2.3,3,0
91125,4,5.2,3,1
92717,3,0.5,2,0
92612,3,2.4,1,0
94305,4,0.2,1,0
90035,4,1.5,3,1
95741,1,1.8,3,0
91711,2,1.8,2,0
94588,1,1.9,3,1
93943,3,2.3,1,0
91605,2,0.4,3,1
91320,3,0.6,2,1
94109,2,1.9,1,1
90840,4,1.3,1,0
95039,2,2.2,3,0
95039,2,1.1,3,0
91380,3,1.0,2,1
92182,1,1.8,2,1
92084,1,2.9,1,0
95008,4,1.9,1,0
91016,3,1.5,1,1
95747,1,2.6,2,1
94109,1,4.1,1,0
94550,2,0.7,2,0
90210,1,2.6,1,0
94305,3,2.4,2,0
92037,1,1.2,1,0
95120,3,4.4,1,0
95054,2,0.3,1,1
92709,2,1.1,1,0
94606,4,3.6,3,0
94305,2,2.8,2,0
92037,2,2.0,3,0
95762,2,8.8,1,0
93106,1,3.4,1,0
94608,2,0.4,1,0
93014,3,1.0,1,0
92104,1,2.9,1,1
92647,3,0.1,3,1
94025,1,1.0,1,0
91101,2,4.5,3,0
91367,1,3.33,1,1
95053,4,1.6,2,0
93106,2,0.3,1,0
94143,1,0.2,1,1
94720,1,4.3,2,0
92647,3,1.6,1,1
90095,2,1.7,2,0
90747,3,1.9,2,1
94583,3,1.6,1,1
94111,3,7.0,2,0
95014,3,5.0,2,1
91711,1,0.8,2,1
94550,1,3.0,3,1
92120,3,2.6,2,0
94301,3,0.8,1,0
95616,3,2.67,1,0
92373,2,4.5,1,0
90029,2,1.4,1,1
91311,1,2.5,3,0
92673,4,2.9,1,1
91423,4,3.6,3,0
90041,2,3.7,1,0
94005,1,1.4,1,1
94132,2,2.3,3,0
95193,1,3.5,1,0
90245,2,0.5,1,0
94608,4,1.9,2,1
92694,4,1.7,3,1
90840,2,2.0,1,1
94609,2,2.7,1,0
90254,4,0.8,1,1
93305,4,0.1,3,0
92624,3,0.1,3,1
94960,2,6.1,1,0
94509,3,1.8,2,0
90212,1,1.4,3,1
94590,1,0.4,3,0
90630,2,4.7,3,1
90024,1,2.4,1,0
95054,1,0.3,3,0
91320,4,0.7,2,0
95060,3,0.4,2,0
92124,4,0.2,1,0
95616,2,4.9,3,1
95814,3,1.0,1,0
95006,2,0.6,1,0
94301,3,3.0,2,0
91754,3,2.7,2,1
94124,2,0.3,2,0
91768,1,2.8,2,0
95630,3,2.3,1,0
95060,1,4.7,1,0
90275,1,0.8,1,0
94720,2,3.9,1,0
92131,1,1.3,2,0
94538,3,1.5,1,0
94720,2,3.2,3,1
92521,2,0.2,1,0
92697,4,5.5,2,1
94305,4,2.3,3,0
94301,4,3.8,2,0
95616,1,0.7,1,0
90064,2,0.2,1,0
94550,1,2.6,1,0
94061,4,5.7,3,0
90095,1,4.0,3,0
92521,1,0.1,2,1
95841,4,0.1,3,0
94701,3,4.4,1,0
92354,1,3.5,1,0
91320,4,1.67,3,0
94501,1,2.9,3,0
92120,2,4.5,3,0
91320,1,2.67,2,1
91330,2,1.8,2,0
93023,4,0.1,2,1
92821,2,3.2,3,0
94611,1,1.5,1,0
95039,1,1.4,3,1
95616,2,1.6,3,0
92672,2,1.75,3,1
95112,1,0.3,1,0
92325,3,0.5,3,1
95616,2,0.3,1,1
94063,3,2.2,2,0
95064,2,4.5,3,1
92122,3,0.9,3,0
90720,4,2.4,1,0
90028,3,0.7,2,0
91311,3,0.3,2,1
94720,3,0.3,3,0
94303,2,0.3,1,0
94720,1,1.3,1,1
94110,3,1.0,1,0
91109,1,1.5,3,0
95020,3,1.4,3,1
90036,2,0.4,1,0
90717,4,0.4,2,1
90272,1,0.5,2,1
94109,1,1.6,2,1
94108,3,1.2,1,0
92182,3,2.2,3,0
92024,2,0.1,2,0
92647,1,2.5,1,1
90024,4,3.8,2,1
93555,2,2.8,1,0
90095,4,0.9,2,1
92129,3,1.4,3,0
91775,2,2.1,3,1
94122,4,0.3,2,0
92084,3,0.1,2,0
92374,2,1.7,1,0
95678,3,1.0,2,0
93940,3,2.2,3,0
95020,4,0.3,1,1
90095,3,0.6,2,0
92677,2,3.2,3,0
91330,4,2.1,3,0
90024,4,2.0,2,0
94305,2,0.2,1,0
92008,3,0.1,2,1
92614,3,0.5,3,0
90095,1,0.8,3,0
91320,3,0.9,3,0
94542,2,1.7,2,0
91791,4,0.4,1,1
90095,2,0.6,3,0
94546,3,1.0,2,1
95053,2,2.8,1,1
92521,1,0.2,1,1
92780,4,0.7,1,1
94539,4,0.2,3,0
94115,2,1.8,1,0
92705,2,0.3,2,1
92152,2,1.8,2,1
94025,3,2.7,2,1
94302,2,2.5,1,0
93711,3,2.6,3,0
95060,2,0.4,1,0
95039,2,1.8,2,0
95354,3,2.2,3,1
91711,3,0.5,1,0
93555,1,4.6,1,0
92130,1,0.3,1,0
94303,4,1.0,1,1
90405,3,0.6,1,0
95051,4,1.1,3,1
91105,4,0.1,1,0
91711,3,1.0,1,0
94305,3,3.3,3,0
91910,4,1.7,2,0
94024,4,1.3,3,1
95616,2,0.1,3,0
95192,4,1.0,1,1
90027,4,5.0,3,0
94110,3,0.5,1,0
90275,1,1.0,3,0
94111,4,0.3,2,1
94305,1,3.0,3,1
92626,3,0.3,2,0
92647,1,0.1,2,0
94720,4,1.0,1,0
90095,2,0.8,3,0
92831,3,2.67,1,0
94304,1,4.7,2,1
94024,1,5.4,1,0
94109,4,0.8,1,0
94132,2,1.0,3,0
95136,4,0.0,1,1
91711,2,6.9,1,1
90028,1,0.8,2,1
94720,4,1.2,2,1
94701,1,1.7,1,0
94608,1,1.6,2,0
94110,3,2.67,2,0
91910,3,2.33,2,0
95670,4,0.3,1,0
94309,1,1.7,1,0
94701,4,0.2,2,1
92009,4,0.4,1,0
91330,3,0.4,1,0
91007,2,1.5,3,1
95814,4,1.9,3,0
90245,2,0.7,1,0
92121,2,0.6,1,0
95827,1,1.7,1,0
94304,2,1.9,2,0
94542,3,0.67,2,0
92354,2,8.0,1,0
92843,1,3.8,1,0
95192,3,1.0,1,0
94035,1,0.5,3,0
90717,2,4.5,3,1
92675,1,0.3,1,0
91335,1,3.0,3,0
93101,4,1.8,3,1
94005,1,0.5,3,0
95616,1,4.0,1,1
90019,3,0.5,3,0
90007,3,1.4,1,0
94043,4,1.8,3,1
93555,1,1.5,2,0
92122,4,2.0,2,1
95521,4,0.7,2,0
92122,1,2.8,2,0
92121,4,0.2,1,0
92173,2,0.3,1,0
92677,2,7.5,1,0
90095,4,1.7,2,0
92407,1,1.4,1,1
91103,2,1.5,3,1
93407,1,4.3,1,1
95032,4,1.6,2,0
91355,2,1.5,2,1
94301,2,2.5,1,0
90277,2,4.5,3,0
92697,1,2.8,2,0
90212,3,2.0,3,0
91775,3,0.1,3,0
90630,4,0.2,3,0
95014,4,0.3,1,0
93022,4,4.1,1,1
94122,2,6.1,1,0
92346,1,2.0,2,0
93302,2,0.2,3,0
93407,1,1.8,1,0
93107,2,0.8,3,0
